,index,model-name,model-version,batch-size,latency
614,14,resnet,1,32,4.091566801071167
615,15,resnet,1,32,3.7654647827148438
616,16,resnet,1,32,4.1598944664001465
617,17,resnet,1,32,3.713921070098877
618,18,resnet,1,32,3.662543296813965
619,19,resnet,1,32,3.677990436553955
620,0,resnet,2,32,4.226976633071899
621,1,resnet,2,32,3.8431200981140137
622,2,resnet,2,32,3.8495914936065674
623,3,resnet,2,32,3.84179425239563
624,4,resnet,2,32,3.734830379486084
625,5,resnet,2,32,4.097400426864624
626,6,resnet,2,32,3.69492244720459
627,7,resnet,2,32,3.743016242980957
628,8,resnet,2,32,3.8259811401367188
629,9,resnet,2,32,3.79569935798645
630,10,resnet,2,32,3.720592975616455
631,11,resnet,2,32,4.265821218490601
632,12,resnet,2,32,3.8789939880371094
633,13,resnet,2,32,3.799628734588623
634,14,resnet,2,32,3.8529069423675537
635,15,resnet,2,32,3.8163414001464844
636,16,resnet,2,32,3.867089033126831
637,17,resnet,2,32,3.7877933979034424
638,18,resnet,2,32,3.8192410469055176
639,19,resnet,2,32,3.71159291267395
640,0,resnet,3,32,3.779181480407715
641,1,resnet,3,32,3.737764358520508
642,2,resnet,3,32,3.7862396240234375
643,3,resnet,3,32,3.7898106575012207
644,4,resnet,3,32,3.9802801609039307
645,5,resnet,3,32,3.9463248252868652
646,6,resnet,3,32,3.919970750808716
647,7,resnet,3,32,3.913236618041992
648,8,resnet,3,32,3.9144656658172607
649,9,resnet,3,32,3.9108808040618896
650,10,resnet,3,32,3.892507791519165
651,11,resnet,3,32,3.8664073944091797
652,12,resnet,3,32,3.8868725299835205
653,13,resnet,3,32,3.8948283195495605
654,14,resnet,3,32,3.9042513370513916
655,15,resnet,3,32,3.858912944793701
656,16,resnet,3,32,3.8462162017822266
657,17,resnet,3,32,3.757167100906372
658,18,resnet,3,32,3.8366403579711914
659,19,resnet,3,32,3.5379652976989746
660,0,inception,1,32,4.096857070922852
661,1,inception,1,32,4.01148533821106
662,2,inception,1,32,3.9724345207214355
663,3,inception,1,32,4.215163707733154
664,4,inception,1,32,4.284062147140503
665,5,inception,1,32,4.012943267822266
666,6,inception,1,32,4.0395166873931885
667,7,inception,1,32,3.913693428039551
668,8,inception,1,32,3.9864351749420166
669,9,inception,1,32,4.022932767868042
670,10,inception,1,32,4.206424951553345
671,11,inception,1,32,4.488792896270752
672,12,inception,1,32,4.045336961746216
673,13,inception,1,32,3.808584451675415
674,14,inception,1,32,3.6603972911834717
675,15,inception,1,32,3.7698609828948975
676,16,inception,1,32,4.158145427703857
677,17,inception,1,32,3.886340379714966
678,18,inception,1,32,4.1177239418029785
679,19,inception,1,32,4.018858194351196
680,0,inception,2,32,4.075721740722656
681,1,inception,2,32,3.955244541168213
682,2,inception,2,32,3.9909489154815674
683,3,inception,2,32,4.374719619750977
684,4,inception,2,32,4.426313161849976
685,5,inception,2,32,4.036275863647461
686,6,inception,2,32,3.880023717880249
687,7,inception,2,32,3.961723804473877
688,8,inception,2,32,4.225373268127441
